pair,label,prop-specific
"('roll', 'bike')",pos,0.26294902463754016
"('roll', 'radiator')",pos,0.26443216353654864
"('roll', 'windscreen')",pos,0.35021241576898665
"('roll', 'candle')",pos,
"('roll', 'bearing')",pos,0.24490747855059683
"('roll', 'grindstone')",pos,0.08959444612264633
"('roll', 'eyelet')",pos,
"('roll', 'flywheel')",pos,0.3663777306675911
"('roll', 'rail')",pos,
"('roll', 'rifling')",pos,
"('roll', 'bead')",pos,0.22379917353391648
"('roll', 'cart')",pos,0.3045905052669465
"('roll', 'glass')",pos,0.2834597755637434
"('roll', 'wagon')",pos,0.33078367665173514
"('roll', 'nut')",pos,0.2802336247016986
"('roll', 'lathe')",pos,0.22244519740343094
"('roll', 'tappet')",pos,
"('roll', 'car')",pos,0.2876299646875215
"('roll', 'axle')",pos,0.29360459910498726
"('roll', 'lever')",pos,0.29557408498866217
"('roll', 'plastic')",pos,0.253719287034538
"('roll', 'bottle')",pos,0.18360705259773466
"('roll', 'tyre')",pos,0.3283660739660263
"('roll', 'pen')",pos,
"('roll', 'wheel')",pos,0.2759005994432502
"('roll', 'roller')",pos,0.19882208805176474
"('roll', 'grip')",pos,0.2582302321990331
"('roll', 'pig')",pos,
"('roll', 'millstone')",pos,0.20077431201934814
"('roll', 'wiffle')",pos,
"('roll', 'marble')",pos,0.15580844796366164
"('roll', 'bolt')",pos,0.1962946318089962
"('roll', 'quoit')",pos,
"('roll', 'tile')",neg,
"('roll', 'acrylic')",neg,
"('roll', 'breechblock')",neg,
"('roll', 'paddle')",neg,0.5923580899834633
"('roll', 'polyurethane')",neg,
"('roll', 'vaporizer')",neg,
"('roll', 'windshield')",neg,
"('roll', 'backboard')",neg,
"('roll', 'windowpane')",neg,
"('roll', 'plunger')",neg,
"('roll', 'kiln')",neg,
"('roll', 'headboard')",neg,
"('roll', 'leather')",neg,
"('roll', 'hammer')",neg,
"('roll', 'handrail')",neg,
"('roll', 'chamfer')",neg,
"('roll', 'manhole')",neg,0.11675567179918289
"('roll', 'headstock')",neg,
"('roll', 'ferrule')",neg,
"('roll', 'fireplace')",neg,
"('roll', 'driveshaft')",neg,0.47177408387263614
"('roll', 'noseband')",neg,
"('roll', 'chock')",neg,0.21731425573428473
"('roll', 'piston')",neg,
"('roll', 'blade')",neg,0.1093852869172891
"('roll', 'kickstand')",neg,
"('roll', 'brick')",neg,0.028722044080495834
"('roll', 'projectile')",neg,
"('roll', 'surfboard')",neg,
"('roll', 'shovel')",neg,0.10578004891673724
"('roll', 'caber')",neg,
"('roll', 'gearshift')",neg,0.4501940459012985
"('roll', 'pencil')",neg,
"('roll', 'donkey')",neg,0.14854077206303676
"('roll', 'brake')",neg,0.3265632425193434
"('roll', 'peg')",neg,
"('roll', 'handlebar')",neg,
"('roll', 'chimney')",neg,
"('roll', 'ski')",neg,
"('roll', 'shoe')",neg,
"('roll', 'bumper')",neg,0.12616810202598572
"('roll', 'fusee')",neg,
"('female', 'stepsister')",pos,0.3400572290023168
"('female', 'heiress')",pos,
"('female', 'heroine')",pos,
"('female', 'barmaid')",pos,
"('female', 'mare')",pos,0.13316114246845245
"('female', 'concubine')",pos,0.35509637991587323
"('female', 'doe')",pos,
"('female', 'housewife')",pos,0.35509637991587323
"('female', 'sow')",pos,0.3400572290023168
"('female', 'cyprian')",pos,
"('female', 'murderess')",pos,
"('female', 'sister')",pos,0.22670481933487785
"('female', 'lesbian')",pos,
"('female', 'flapper')",pos,
"('female', 'governess')",pos,0.3400572290023168
"('female', 'molly')",pos,0.4137294677396615
"('female', 'madam')",pos,
"('female', 'minx')",pos,
"('female', 'granddaughter')",pos,0.5326445698738098
"('female', 'marchioness')",pos,
"('female', 'mrs')",pos,0.1700286145011584
"('female', 'danseuse')",pos,
"('female', 'lass')",pos,
"('female', 'lady')",pos,0.22670481933487785
"('female', 'gal')",pos,
"('female', 'maiden')",pos,
"('female', 'chambermaid')",pos,
"('female', 'duchess')",pos,
"('female', 'mother')",pos,
"('female', 'poetess')",pos,
"('female', 'policewoman')",pos,
"('female', 'coquette')",pos,
"('female', 'headmistress')",pos,
"('female', 'tigress')",pos,0.23795567452907562
"('female', 'ballerina')",pos,
"('female', 'landlady')",pos,
"('female', 'superwoman')",pos,
"('female', 'temptress')",pos,
"('female', 'enchantress')",pos,
"('female', 'damsel')",pos,
"('female', 'soprano')",pos,0.07931855817635854
"('female', 'seductress')",pos,
"('female', 'hostess')",pos,
"('female', 'chit')",pos,
"('female', 'businesswoman')",pos,
"('female', 'bitch')",pos,
"('female', 'peri')",pos,0.22670481933487785
"('female', 'woman')",pos,0.3098953200711144
"('female', 'grandma')",pos,
"('female', 'handmaid')",pos,0.23795567452907562
"('female', 'nymph')",pos,
"('female', 'courtesan')",pos,
"('female', 'housemaid')",pos,0.3400572290023168
"('female', 'tomboy')",pos,
"('female', 'wench')",pos,
"('female', 'dame')",pos,
"('female', 'vixen')",pos,
"('female', 'batwoman')",pos,
"('female', 'queen')",pos,
"('female', 'daughter')",pos,
"('female', 'mommy')",pos,0.5326445698738098
"('female', 'goddaughter')",pos,
"('female', 'cow')",pos,0.4618763029575348
"('female', 'girl')",pos,0.3098953200711144
"('female', 'mademoiselle')",pos,
"('female', 'mum')",pos,
"('female', 'waitress')",pos,
"('female', 'ms')",pos,
"('female', 'niece')",pos,0.5326445698738098
"('female', 'ewe')",pos,0.13316114246845245
"('female', 'kinswoman')",pos,
"('female', 'miss')",pos,
"('female', 'girlfriend')",pos,
"('female', 'manageress')",pos,
"('female', 'chairwoman')",pos,
"('female', 'witch')",pos,
"('female', 'siren')",pos,
"('female', 'lioness')",pos,0.23795567452907562
"('female', 'ogress')",pos,
"('female', 'skirt')",pos,
"('female', 'empress')",pos,
"('female', 'sculptress')",pos,
"('female', 'maid')",pos,
"('female', 'grandmother')",pos,
"('female', 'countess')",pos,
"('female', 'doll')",pos,
"('female', 'amazon')",pos,0.047591134905815125
"('female', 'cinderella')",pos,
"('female', 'bride')",pos,
"('female', 'godmother')",pos,
"('female', 'princess')",pos,0.3400572290023168
"('female', 'aunt')",pos,0.5326445698738098
"('female', 'diva')",pos,0.24957150220870972
"('female', 'comedienne')",pos,
"('female', 'sylph')",pos,
"('female', 'widow')",pos,0.16638100147247314
"('female', 'matriarch')",pos,
"('female', 'masseuse')",pos,
"('female', 'dowager')",pos,
"('female', 'actress')",pos,
"('female', 'maidservant')",pos,0.24957150220870972
"('female', 'vamp')",pos,
"('female', 'spokeswoman')",pos,
"('female', 'adventuress')",pos,
"('female', 'bachelorette')",pos,
"('female', 'granny')",pos,0.16638100147247314
"('female', 'noblewoman')",pos,0.5326445698738098
"('female', 'stepmother')",pos,0.5326445698738098
"('female', 'goddess')",pos,
"('female', 'lassie')",pos,
"('female', 'begum')",pos,0.15863711635271707
"('female', 'stepdaughter')",pos,0.3400572290023168
"('female', 'mom')",pos,
"('female', 'hen')",pos,
"('female', 'missus')",pos,
"('female', 'mistress')",pos,0.3098953200711144
"('female', 'handmaiden')",pos,
"('female', 'wife')",pos,
"('female', 'showgirl')",pos,
"('female', 'gentlewoman')",pos,
"('female', 'millionairess')",pos,
"('female', 'nun')",pos,0.27973341113991207
"('female', 'pirate')",neg,
"('female', 'baritone')",neg,
"('female', 'bull')",neg,
"('female', 'fisherman')",neg,
"('female', 'boy')",neg,
"('female', 'grandson')",neg,
"('female', 'daddy')",neg,
"('female', 'husband')",neg,
"('female', 'hematologist')",neg,
"('female', 'scouter')",neg,
"('female', 'cofounder')",neg,
"('female', 'lion')",neg,
"('female', 'psychologist')",neg,
"('female', 'hitchhiker')",neg,0.3400572290023168
"('female', 'refugee')",neg,
"('female', 'uncle')",neg,
"('female', 'rooster')",neg,
"('female', 'sidekick')",neg,
"('female', 'danseur')",neg,
"('female', 'emperor')",neg,
"('female', 'valet')",neg,
"('female', 'manager')",neg,
"('female', 'bassist')",neg,
"('female', 'ram')",neg,
"('female', 'hermit')",neg,
"('female', 'rover')",neg,
"('female', 'grandfather')",neg,
"('female', 'adventurer')",neg,
"('female', 'federalist')",neg,
"('female', 'brother')",neg,
"('female', 'son')",neg,
"('female', 'webmaster')",neg,
"('female', 'guard')",neg,
"('female', 'freelancer')",neg,
"('female', 'philosopher')",neg,
"('female', 'god')",neg,
"('female', 'countertenor')",neg,
"('female', 'stepfather')",neg,
"('female', 'king')",neg,
"('female', 'dad')",neg,
"('female', 'newcomer')",neg,
"('female', 'father-in-law')",neg,
"('female', 'gentleman')",neg,0.07931855817635854
"('female', 'novice')",neg,
"('female', 'concierge')",neg,
"('female', 'tenor')",neg,
"('female', 'father')",neg,0.5326445698738098
"('female', 'villein')",neg,
"('female', 'genius')",neg,
"('female', 'prince')",neg,
"('female', 'biologist')",neg,
"('female', 'tsar')",neg,
"('female', 'sophomore')",neg,
"('female', 'neurobiologist')",neg,
"('female', 'driver')",neg,
"('female', 'prisoner')",neg,
"('female', 'sir')",neg,
"('female', 'scorer')",neg,
"('female', 'orthodontist')",neg,
"('female', 'boxer')",neg,
"('female', 'paterfamilias')",neg,
"('female', 'surveyor')",neg,
"('female', 'heir')",neg,
"('female', 'henchman')",neg,
"('female', 'batman')",neg,
"('female', 'waiter')",neg,
"('female', 'lover')",neg,0.24957150220870972
"('female', 'monk')",neg,
"('female', 'twin')",neg,
"('female', 'fiance')",neg,0.5326445698738098
"('female', 'poet')",neg,
"('female', 'grandpa')",neg,
"('female', 'diplomat')",neg,
"('female', 'groom')",neg,
"('female', 'leader')",neg,
"('female', 'scout')",neg,
"('female', 'assistant')",neg,
"('female', 'founder')",neg,
"('female', 'employer')",neg,
"('female', 'baby')",neg,0.5326445698738098
"('female', 'master')",neg,
"('female', 'inmate')",neg,
"('female', 'liberal')",neg,
"('female', 'docent')",neg,
"('female', 'kidnapper')",neg,
"('female', 'homeboy')",neg,
"('female', 'hijacker')",neg,
"('female', 'godfather')",neg,
"('female', 'lifeguard')",neg,
"('female', 'nationalist')",neg,
"('female', 'superman')",neg,
"('female', 'godson')",neg,
"('female', 'hippy')",neg,
"('female', 'mister')",neg,
"('female', 'monastic')",neg,
"('female', 'hero')",neg,
"('female', 'fox')",neg,
"('female', 'bondsman')",neg,
"('female', 'nephew')",neg,
"('female', 'kinsman')",neg,
"('female', 'angler')",neg,
"('female', 'cook')",neg,
"('female', 'pioneer')",neg,
"('female', 'idiot')",neg,
"('female', 'masseur')",neg,
"('female', 'steward')",neg,
"('female', 'czar')",neg,
"('female', 'peacock')",neg,
"('female', 'tzar')",neg,
"('female', 'headmaster')",neg,
"('female', 'separatist')",neg,
"('female', 'policeman')",neg,
"('female', 'comrade')",neg,
"('female', 'chairman')",neg,
"('female', 'suitor')",neg,0.24957150220870972
"('female', 'boar')",neg,
"('female', 'junior')",neg,
"('female', 'macho')",neg,
"('female', 'patriarch')",neg,
"('female', 'businessman')",neg,
"('female', 'friar')",neg,
"('female', 'choirmaster')",neg,
"('female', 'duke')",neg,
"('female', 'stallion')",neg,
"('female', 'sculptor')",neg,
"('female', 'settler')",neg,
"('female', 'tiger')",neg,
"('female', 'actor')",neg,
"('female', 'robert')",neg,
"('female', 'trafficker')",neg,
"('female', 'socialite')",neg,
"('female', 'womanizer')",neg,
"('female', 'christ')",neg,
"('female', 'cockerel')",neg,
"('female', 'imposter')",neg,
"('female', 'boyfriend')",neg,0.3400572290023168
"('female', 'ally')",neg,
"('female', 'man')",neg,
"('female', 'hound')",neg,
"('female', 'spokesman')",neg,
"('female', 'dancer')",neg,
"('female', 'human')",neg,
"('female', 'buck')",neg,0.10652891397476197
"('female', 'senator')",neg,
"('female', 'lad')",neg,0.07931855817635854
"('female', 'pathologist')",neg,
"('female', 'murderer')",neg,0.08319050073623657
"('female', 'millionaire')",neg,
"('female', 'prefect')",neg,
"('female', 'communist')",neg,
"('cold', 'permafrost')",pos,0.3149539530277252
"('cold', 'mud')",pos,
"('cold', 'sky')",pos,
"('cold', 'snowfall')",pos,0.3149539530277252
"('cold', 'coffee')",pos,
"('cold', 'pavement')",pos,
"('cold', 'rain')",pos,
"('cold', 'finger')",pos,
"('cold', 'dogwood')",pos,
"('cold', 'balloon')",pos,
"('cold', 'soup')",pos,
"('cold', 'soda')",pos,
"('cold', 'oven')",pos,
"('cold', 'lemonade')",pos,
"('cold', 'surface')",pos,
"('cold', 'shelf')",pos,
"('cold', 'snowfield')",pos,
"('cold', 'nose')",pos,
"('cold', 'winter')",pos,0.3149539530277252
"('cold', 'curd')",pos,
"('cold', 'cream')",pos,
"('cold', 'casserole')",pos,
"('cold', 'vapor')",pos,
"('cold', 'basement')",pos,
"('cold', 'atmosphere')",pos,0.2099693020184835
"('cold', 'pie')",pos,
"('cold', 'foam')",pos,
"('cold', 'milk')",pos,
"('cold', 'fireplace')",pos,
"('cold', 'rock')",pos,
"('cold', 'candle')",pos,
"('cold', 'icicle')",pos,
"('cold', 'beer')",pos,
"('cold', 'fridge')",pos,
"('cold', 'water')",pos,0.3149539530277252
"('cold', 'drink')",pos,
"('cold', 'snow')",pos,0.3149539530277252
"('cold', 'river')",pos,
"('cold', 'toaster')",pos,
"('cold', 'people')",pos,
"('cold', 'freezer')",pos,0.3149539530277252
"('cold', 'glass')",pos,
"('cold', 'kettle')",pos,
"('cold', 'mug')",pos,
"('cold', 'slime')",pos,
"('cold', 'tortilla')",pos,
"('cold', 'sundae')",pos,
"('cold', 'growler')",pos,
"('cold', 'can')",pos,
"('cold', 'toe')",pos,
"('cold', 'bathtub')",pos,
"('cold', 'snowbank')",pos,
"('cold', 'juice')",pos,
"('cold', 'skin')",pos,
"('cold', 'shoe')",pos,
"('cold', 'eggshell')",pos,
"('cold', 'bottle')",pos,
"('cold', 'cake')",pos,
"('cold', 'vinyl')",pos,
"('cold', 'popsicle')",pos,
"('cold', 'snowdrift')",pos,
"('cold', 'puddle')",pos,
"('cold', 'berry')",pos,
"('cold', 'pillow')",pos,
"('cold', 'toilet')",pos,
"('cold', 'tea')",pos,
"('cold', 'ice')",pos,0.3149539530277252
"('cold', 'iceberg')",pos,
"('cold', 'hair')",pos,
"('cold', 'tile')",neg,
"('cold', 'foot')",neg,
"('cold', 'heating')",neg,
"('cold', 'lightning')",neg,
"('cold', 'sawdust')",neg,
"('cold', 'bath')",neg,
"('cold', 'flame')",neg,
"('cold', 'dust')",neg,
"('cold', 'lip')",neg,
"('cold', 'problem')",neg,
"('cold', 'pomade')",neg,
"('cold', 'fire')",neg,
"('cold', 'hatred')",neg,
"('cold', 'idea')",neg,
"('cold', 'heat')",neg,
"('cold', 'jungle')",neg,
"('cold', 'lava')",neg,
"('cold', 'smoke')",neg,
"('cold', 'cheesecloth')",neg,
"('cold', 'tummy')",neg,
"('cold', 'steam')",neg,
"('cold', 'outfit')",neg,
"('cold', 'summertime')",neg,0.3149539530277252
"('round', 'dough')",pos,0.17396910985310873
"('round', 'basketball')",pos,
"('round', 'bread')",pos,0.17396910985310873
"('round', 'potato')",pos,
"('round', 'disc')",pos,0.24942477544148764
"('round', 'egg')",pos,0.1356008822719256
"('round', 'plunger')",pos,
"('round', 'lemon')",pos,
"('round', 'ball')",pos,0.1356008822719256
"('round', 'vegetable')",pos,
"('round', 'bowl')",pos,0.2151115205552843
"('round', 'pumpkin')",pos,
"('round', 'candle')",pos,
"('round', 'chocolate')",pos,0.168003327316708
"('round', 'box')",pos,
"('round', 'puree')",pos,
"('round', 'pineapple')",pos,
"('round', 'salad')",pos,
"('round', 'wheel')",pos,0.17396910985310873
"('round', 'berry')",pos,
"('round', 'tray')",pos,0.24942477544148764
"('round', 'butter')",pos,
"('round', 'shape')",pos,0.17396910985310873
"('round', 'sphere')",pos,0.22368983427683514
"('round', 'pastry')",pos,0.14541883766651154
"('round', 'lolly')",pos,
"('round', 'bedroom')",pos,
"('round', 'mozzarella')",pos,
"('round', 'pizza')",pos,0.11675567179918289
"('round', 'hubcap')",pos,
"('round', 'bucket')",pos,
"('round', 'cantaloupe')",pos,
"('round', 'bean')",pos,
"('round', 'pancake')",pos,
"('round', 'tomato')",pos,
"('round', 'snack')",pos,0.11675567179918289
"('round', 'blueberry')",pos,
"('round', 'scone')",pos,0.11675567179918289
"('round', 'ashtray')",pos,
"('round', 'gourd')",pos,
"('round', 'cheeseburger')",pos,
"('round', 'tortilla')",pos,0.14541883766651154
"('round', 'bracelet')",pos,
"('round', 'button')",pos,0.24942477544148764
"('round', 'matzah')",pos,
"('round', 'fruit')",pos,0.2114834777183003
"('round', 'cookie')",pos,
"('round', 'table')",pos,0.20711625946892634
"('round', 'planet')",pos,
"('round', 'onion')",pos,
"('round', 'condiment')",pos,
"('round', 'candy')",pos,0.12617827703555423
"('round', 'barrel')",pos,0.17396910985310873
"('round', 'circle')",pos,0.22427288691202799
"('round', 'marzipan')",pos,0.2328082174062729
"('round', 'cds')",pos,
"('round', 'sapodilla')",pos,
"('round', 'doughnut')",pos,0.19795489311218262
"('round', 'world')",pos,
"('round', 'disk')",pos,
"('round', 'peanut')",pos,
"('round', 'omelette')",pos,
"('round', 'pepperoni')",pos,
"('round', 'biscuit')",pos,0.17396910985310873
"('round', 'nutlet')",pos,0.3175112009048462
"('round', 'pomade')",pos,
"('round', 'sauce')",pos,
"('round', 'tart')",pos,
"('round', 'beet')",pos,
"('round', 'popsicle')",pos,
"('round', 'pen')",pos,
"('round', 'pudding')",pos,0.12154588103294373
"('round', 'apple')",pos,
"('round', 'cheese')",pos,0.14539061424632868
"('round', 'orange')",pos,0.19785611207286516
"('round', 'coconut')",pos,
"('round', 'pasta')",pos,0.19795489311218262
"('round', 'watermelon')",pos,
"('round', 'vinaigrette')",pos,
"('round', 'baseball')",pos,
"('round', 'spoon')",pos,0.3175112009048462
"('round', 'pilaf')",pos,
"('round', 'dessert')",pos,0.11675567179918289
"('round', 'globe')",pos,
"('round', 'curd')",pos,
"('round', 'pie')",pos,0.2116969426472982
"('round', 'fondant')",pos,
"('round', 'patty')",pos,
"('round', 'cherry')",pos,
"('round', 'nut')",pos,0.16543194403251013
"('round', 'cabbage')",pos,
"('round', 'melon')",pos,0.17825285543998082
"('round', 'can')",pos,0.22427288691202799
"('round', 'frisbee')",pos,
"('round', 'cake')",pos,0.15493559506204393
"('round', 'custard')",pos,
"('round', 'banjo')",pos,
"('round', 'pecan')",pos,
"('round', 'marble')",pos,0.19795489311218262
"('round', 'cube')",neg,
"('round', 'shoe')",neg,
"('round', 'room')",neg,
"('round', 'casserole')",neg,
"('round', 'almond')",neg,
"('round', 'chicken')",neg,
"('round', 'samosa')",neg,
"('round', 'coleslaw')",neg,
"('round', 'bottle')",neg,
"('round', 'marshmallow')",neg,
"('round', 'popcorn')",neg,
"('round', 'soup')",neg,
"('round', 'mayonnaise')",neg,
"('round', 'cornmeal')",neg,
"('round', 'dresser')",neg,
"('round', 'seasoning')",neg,
"('round', 'enchiladas')",neg,
"('round', 'drumstick')",neg,
"('wheels', 'lorry')",pos,0.32974003354708353
"('wheels', 'flatcar')",pos,
"('wheels', 'equipage')",pos,
"('wheels', 'machine')",pos,0.3998548653390672
"('wheels', 'motorcycle')",pos,0.38937296718358994
"('wheels', 'bike')",pos,0.34665292352437976
"('wheels', 'dray')",pos,0.4527621567249298
"('wheels', 'tractor')",pos,0.32529290169477465
"('wheels', 'trailer')",pos,0.3724445071071386
"('wheels', 'tram')",pos,0.4775599903530545
"('wheels', 'rig')",pos,
"('wheels', 'coach')",pos,
"('wheels', 'stagecoach')",pos,0.2504498362541199
"('wheels', 'jeep')",pos,0.32529290169477465
"('wheels', 'tank')",pos,0.35672730530301733
"('wheels', 'wagon')",pos,0.32529290169477465
"('wheels', 'underframe')",pos,0.38816170891125995
"('wheels', 'axle')",pos,0.38937296718358994
"('wheels', 'motorbus')",pos,
"('wheels', 'unicycle')",pos,0.5271556576093038
"('wheels', 'wheel')",pos,0.32529290169477465
"('wheels', 'locomotive')",pos,0.32529290169477465
"('wheels', 'ambulance')",pos,0.2856448491414388
"('wheels', 'trolley')",pos,0.38816170891125995
"('wheels', 'snowmobile')",pos,
"('wheels', 'auto')",pos,0.38937296718358994
"('wheels', 'snowplow')",pos,
"('wheels', 'bicycle')",pos,0.38937296718358994
"('wheels', 'cab')",pos,0.455188125371933
"('wheels', 'train')",pos,0.32529290169477465
"('wheels', 'minivan')",pos,0.455188125371933
"('wheels', 'car')",pos,0.32529290169477465
"('wheels', 'sidecar')",pos,0.48122809413406586
"('wheels', 'handcart')",pos,
"('wheels', 'luggage')",pos,0.5271556576093038
"('wheels', 'oxcart')",pos,
"('wheels', 'hearse')",pos,0.33863429725170135
"('wheels', 'automobile')",pos,0.32529290169477465
"('wheels', 'cabriolet')",pos,0.5271556576093038
"('wheels', 'scooter')",pos,0.32529290169477465
"('wheels', 'carriage')",pos,0.32529290169477465
"('wheels', 'rickshaw')",pos,0.38937296718358994
"('wheels', 'van')",pos,
"('wheels', 'footrest')",pos,
"('wheels', 'stanhope')",pos,
"('wheels', 'truck')",pos,0.32529290169477465
"('wheels', 'coupe')",pos,0.3649386465549469
"('wheels', 'carrier')",pos,0.4068467790881793
"('wheels', 'wheelbase')",pos,0.3573329344391823
"('wheels', 'caravan')",pos,0.6668428083260854
"('wheels', 'racer')",pos,
"('wheels', 'saloon')",pos,0.27924173573652905
"('wheels', 'taxicab')",pos,0.29276579287317067
"('wheels', 'dumper')",pos,0.27924173573652905
"('wheels', 'pedicab')",pos,
"('wheels', 'motorcar')",pos,
"('wheels', 'airplane')",pos,0.3215729528003269
"('wheels', 'suv')",pos,0.28853655109802884
"('wheels', 'tramcar')",pos,0.22631458938121796
"('wheels', 'chassis')",pos,0.3573329344391823
"('wheels', 'bogie')",pos,0.38937296718358994
"('wheels', 'railcar')",pos,0.5271556576093038
"('wheels', 'motorbike')",pos,0.38937296718358994
"('wheels', 'vehicle')",pos,0.32529290169477465
"('wheels', 'roadster')",pos,0.32529290169477465
"('wheels', 'streamliner')",pos,
"('wheels', 'pram')",pos,0.38816170891125995
"('wheels', 'undercarriage')",pos,0.5271556576093038
"('wheels', 'runabout')",pos,0.5271556576093038
"('wheels', 'backhoe')",pos,0.5271556576093038
"('wheels', 'charabanc')",pos,0.16187649965286255
"('wheels', 'buggy')",pos,0.38937296718358994
"('wheels', 'streetcar')",pos,
"('wheels', 'cart')",pos,0.32529290169477465
"('wheels', 'limousine')",pos,0.38937296718358994
"('wheels', 'garage')",pos,0.19383805493513742
"('wheels', 'phaeton')",pos,0.32529290169477465
"('wheels', 'bus')",pos,0.24593652039766312
"('wheels', 'packhorse')",neg,
"('wheels', 'chaise')",neg,
"('wheels', 'gondola')",neg,
"('wheels', 'windshield')",neg,
"('wheels', 'sleigh')",neg,
"('wheels', 'diner')",neg,
"('wheels', 'battleship')",neg,
"('wheels', 'tugboat')",neg,
"('wheels', 'ship')",neg,
"('wheels', 'trap')",neg,
"('wheels', 'warship')",neg,
"('wheels', 'heap')",neg,
"('wheels', 'trawler')",neg,
"('wheels', 'boat')",neg,
"('wheels', 'driver')",neg,
"('wheels', 'passenger')",neg,
"('wheels', 'stage')",neg,
"('wheels', 'vessel')",neg,
"('wheels', 'freighter')",neg,
"('wheels', 'hack')",neg,
"('wheels', 'yacht')",neg,
"('wheels', 'piton')",neg,
"('wheels', 'frigate')",neg,
"('wheels', 'diesel')",neg,
"('wheels', 'winch')",neg,
"('wheels', 'cat')",neg,
"('wheels', 'toboggan')",neg,
"('lay_eggs', 'syngnathidae')",pos,
"('lay_eggs', 'char')",pos,
"('lay_eggs', 'egret')",pos,
"('lay_eggs', 'chicken')",pos,
"('lay_eggs', 'stickleback')",pos,
"('lay_eggs', 'salmon')",pos,
"('lay_eggs', 'currawong')",pos,
"('lay_eggs', 'merganser')",pos,
"('lay_eggs', 'bass')",pos,
"('lay_eggs', 'stockfish')",pos,
"('lay_eggs', 'redstart')",pos,
"('lay_eggs', 'avocet')",pos,
"('lay_eggs', 'sardine')",pos,
"('lay_eggs', 'timaliidae')",pos,
"('lay_eggs', 'lark')",pos,
"('lay_eggs', 'yellowthroat')",pos,
"('lay_eggs', 'charadrius')",pos,
"('lay_eggs', 'calidris')",pos,
"('lay_eggs', 'pleuronectidae')",pos,
"('lay_eggs', 'trogon')",pos,
"('lay_eggs', 'roach')",pos,
"('lay_eggs', 'robin')",pos,
"('lay_eggs', 'pintail')",pos,
"('lay_eggs', 'trout')",pos,
"('lay_eggs', 'toadfish')",pos,
"('lay_eggs', 'duck')",pos,
"('lay_eggs', 'strigidae')",pos,
"('lay_eggs', 'halfbeak')",pos,
"('lay_eggs', 'apodidae')",pos,
"('lay_eggs', 'quail')",pos,
"('lay_eggs', 'psittacula')",pos,
"('lay_eggs', 'icteridae')",pos,
"('lay_eggs', 'halibut')",pos,
"('lay_eggs', 'flounder')",pos,
"('lay_eggs', 'pickerel')",pos,
"('lay_eggs', 'acaridae')",pos,
"('lay_eggs', 'clupeidae')",pos,
"('lay_eggs', 'turkey')",pos,
"('lay_eggs', 'crow')",pos,
"('lay_eggs', 'pipefish')",pos,
"('lay_eggs', 'fringillidae')",pos,
"('lay_eggs', 'leatherback')",pos,
"('lay_eggs', 'procellariidae')",pos,
"('lay_eggs', 'turtle')",pos,
"('lay_eggs', 'paridae')",pos,
"('lay_eggs', 'grackle')",pos,
"('lay_eggs', 'neritidae')",pos,
"('lay_eggs', 'smallmouth')",pos,
"('lay_eggs', 'rattlesnake')",pos,
"('lay_eggs', 'lepomis')",pos,
"('lay_eggs', 'cotingidae')",pos,
"('lay_eggs', 'typhlopidae')",pos,
"('lay_eggs', 'whitethroat')",pos,
"('lay_eggs', 'hen')",pos,
"('lay_eggs', 'plaice')",pos,
"('lay_eggs', 'linnet')",pos,
"('lay_eggs', 'tanager')",pos,
"('lay_eggs', 'haliaeetus')",pos,
"('lay_eggs', 'micropterus')",pos,
"('lay_eggs', 'creeper')",pos,
"('lay_eggs', 'phalacrocorax')",pos,
"('lay_eggs', 'laridae')",pos,
"('lay_eggs', 'crane')",pos,
"('lay_eggs', 'tortoise')",pos,
"('lay_eggs', 'platypus')",pos,
"('lay_eggs', 'crocodile')",pos,
"('lay_eggs', 'emberizidae')",pos,
"('lay_eggs', 'albatross')",pos,
"('lay_eggs', 'stork')",pos,
"('lay_eggs', 'mosquitofish')",pos,
"('lay_eggs', 'gyrfalcon')",pos,
"('lay_eggs', 'curlew')",pos,
"('lay_eggs', 'eland')",neg,
"('lay_eggs', 'humankind')",neg,
"('lay_eggs', 'bull')",neg,
"('lay_eggs', 'equine')",neg,
"('lay_eggs', 'packhorse')",neg,
"('lay_eggs', 'hobby')",neg,
"('lay_eggs', 'cony')",neg,
"('lay_eggs', 'blackbuck')",neg,
"('lay_eggs', 'howler')",neg,
"('lay_eggs', 'mole')",neg,
"('lay_eggs', 'bonobo')",neg,
"('lay_eggs', 'mouser')",neg,
"('lay_eggs', 'bulldog')",neg,
"('lay_eggs', 'pachyderm')",neg,
"('lay_eggs', 'redhorse')",neg,
"('lay_eggs', 'hind')",neg,
"('lay_eggs', 'deer')",neg,
"('lay_eggs', 'jade')",neg,
"('lay_eggs', 'grade')",neg,
"('lay_eggs', 'cock')",neg,
"('lay_eggs', 'beaver')",neg,
"('lay_eggs', 'cob')",neg,
"('lay_eggs', 'drum')",neg,
"('lay_eggs', 'felid')",neg,
"('lay_eggs', 'ibex')",neg,
"('lay_eggs', 'world')",neg,
"('lay_eggs', 'puss')",neg,
"('lay_eggs', 'pompon')",neg,
"('lay_eggs', 'permit')",neg,
"('lay_eggs', 'moose')",neg,
"('lay_eggs', 'mankind')",neg,
"('lay_eggs', 'whiff')",neg,
"('lay_eggs', 'gnu')",neg,
"('lay_eggs', 'lemming')",neg,
"('lay_eggs', 'collie')",neg,
"('lay_eggs', 'viscacha')",neg,
